fold,image_a,image_b,label,similarity
6,data\calibration\lfw\lfw\Condoleezza_Rice\Condoleezza_Rice_0002.jpg,data\calibration\lfw\lfw\Mehmet_Okur\Mehmet_Okur_0001.jpg,0,0.11542519
6,data\calibration\lfw\lfw\Condoleezza_Rice\Condoleezza_Rice_0007.jpg,data\calibration\lfw\lfw\Ryan_Nyquist\Ryan_Nyquist_0001.jpg,0,0.04412757
6,data\calibration\lfw\lfw\Costas_Simitis\Costas_Simitis_0002.jpg,data\calibration\lfw\lfw\Lorraine_Fenton\Lorraine_Fenton_0001.jpg,0,0.04318854
6,data\calibration\lfw\lfw\Craig_MacTavish\Craig_MacTavish_0001.jpg,data\calibration\lfw\lfw\Vince_Dooley\Vince_Dooley_0001.jpg,0,-0.03422983
6,data\calibration\lfw\lfw\Cristina_Saralegui\Cristina_Saralegui_0001.jpg,data\calibration\lfw\lfw\Dave_Robertson\Dave_Robertson_0001.jpg,0,0.10362614
6,data\calibration\lfw\lfw\Cruz_Bustamante\Cruz_Bustamante_0002.jpg,data\calibration\lfw\lfw\Dean_Barkley\Dean_Barkley_0003.jpg,0,-0.01883476
6,data\calibration\lfw\lfw\Cyndi_Thompson\Cyndi_Thompson_0001.jpg,data\calibration\lfw\lfw\Nicolas_Escude\Nicolas_Escude_0002.jpg,0,0.07440738
6,data\calibration\lfw\lfw\Cyndi_Thompson\Cyndi_Thompson_0002.jpg,data\calibration\lfw\lfw\Owen_Nolan\Owen_Nolan_0001.jpg,0,0.05569445
6,data\calibration\lfw\lfw\Dalia_Rabin-Pelosoff\Dalia_Rabin-Pelosoff_0001.jpg,data\calibration\lfw\lfw\Sean_Combs\Sean_Combs_0001.jpg,0,-0.03165857
6,data\calibration\lfw\lfw\Daniel_Darnell\Daniel_Darnell_0001.jpg,data\calibration\lfw\lfw\Malcolm_Jamal_Warner\Malcolm_Jamal_Warner_0001.jpg,0,-0.10511743
6,data\calibration\lfw\lfw\Danny_Avalon\Danny_Avalon_0001.jpg,data\calibration\lfw\lfw\Sean_Penn\Sean_Penn_0002.jpg,0,0.00408767
6,data\calibration\lfw\lfw\David_Blaine\David_Blaine_0001.jpg,data\calibration\lfw\lfw\Nicholas_Tse\Nicholas_Tse_0002.jpg,0,-0.14445861
6,data\calibration\lfw\lfw\David_Blaine\David_Blaine_0001.jpg,data\calibration\lfw\lfw\Ramon_Delgado\Ramon_Delgado_0001.jpg,0,0.03870875
6,data\calibration\lfw\lfw\David_Heymann\David_Heymann_0003.jpg,data\calibration\lfw\lfw\Norm_Macdonald\Norm_Macdonald_0001.jpg,0,-0.02255216
6,data\calibration\lfw\lfw\David_Surrett\David_Surrett_0001.jpg,data\calibration\lfw\lfw\Michael_Taylor\Michael_Taylor_0001.jpg,0,0.05353560
6,data\calibration\lfw\lfw\David_Tornberg\David_Tornberg_0001.jpg,data\calibration\lfw\lfw\Ricky_Ponting\Ricky_Ponting_0001.jpg,0,0.06141119
6,data\calibration\lfw\lfw\Deece_Eckstein\Deece_Eckstein_0001.jpg,data\calibration\lfw\lfw\Diana_Munz\Diana_Munz_0001.jpg,0,0.01473530
6,data\calibration\lfw\lfw\Deece_Eckstein\Deece_Eckstein_0001.jpg,data\calibration\lfw\lfw\Tommy_Lewis\Tommy_Lewis_0001.jpg,0,0.04331286
6,data\calibration\lfw\lfw\Denis_Coderre\Denis_Coderre_0001.jpg,data\calibration\lfw\lfw\Don_Siegelman\Don_Siegelman_0001.jpg,0,0.05482016
6,data\calibration\lfw\lfw\Denis_Coderre\Denis_Coderre_0001.jpg,data\calibration\lfw\lfw\John_Eder\John_Eder_0001.jpg,0,0.04198893
6,data\calibration\lfw\lfw\Desmon_Farmer\Desmon_Farmer_0001.jpg,data\calibration\lfw\lfw\Lin_Yung_Hsi\Lin_Yung_Hsi_0001.jpg,0,-0.06494670
6,data\calibration\lfw\lfw\Diana_Krall\Diana_Krall_0004.jpg,data\calibration\lfw\lfw\Ramon_Delgado\Ramon_Delgado_0001.jpg,0,-0.06317174
6,data\calibration\lfw\lfw\Dick_Armey\Dick_Armey_0001.jpg,data\calibration\lfw\lfw\Mehmet_Okur\Mehmet_Okur_0001.jpg,0,0.03817320
6,data\calibration\lfw\lfw\Dinah_Turner\Dinah_Turner_0001.jpg,data\calibration\lfw\lfw\Mekhi_Phifer\Mekhi_Phifer_0001.jpg,0,0.14051753
6,data\calibration\lfw\lfw\Dinah_Turner\Dinah_Turner_0001.jpg,data\calibration\lfw\lfw\Tammy_Helm\Tammy_Helm_0001.jpg,0,0.00973120
6,data\calibration\lfw\lfw\Don_Boudria\Don_Boudria_0001.jpg,data\calibration\lfw\lfw\Roy_Chaderton\Roy_Chaderton_0001.jpg,0,-0.00681978
6,data\calibration\lfw\lfw\Don_Boudria\Don_Boudria_0001.jpg,data\calibration\lfw\lfw\Sananda_Maitreya\Sananda_Maitreya_0001.jpg,0,0.02738819
6,data\calibration\lfw\lfw\Don_Matthews\Don_Matthews_0001.jpg,data\calibration\lfw\lfw\Kirsten_Clark\Kirsten_Clark_0001.jpg,0,0.04830360
6,data\calibration\lfw\lfw\Don_Matthews\Don_Matthews_0001.jpg,data\calibration\lfw\lfw\Pa_Kou_Hang\Pa_Kou_Hang_0001.jpg,0,0.01652672
6,data\calibration\lfw\lfw\Don_Matthews\Don_Matthews_0001.jpg,data\calibration\lfw\lfw\Peter_Arnett\Peter_Arnett_0002.jpg,0,0.05505720
6,data\calibration\lfw\lfw\Don_Siegelman\Don_Siegelman_0002.jpg,data\calibration\lfw\lfw\Elizabeth_Taylor\Elizabeth_Taylor_0002.jpg,0,0.01286377
6,data\calibration\lfw\lfw\Donald_Pettit\Donald_Pettit_0001.jpg,data\calibration\lfw\lfw\Edward_James_Olmos\Edward_James_Olmos_0002.jpg,0,-0.11081117
6,data\calibration\lfw\lfw\Doug_Collins\Doug_Collins_0001.jpg,data\calibration\lfw\lfw\Kristanna_Loken\Kristanna_Loken_0005.jpg,0,-0.07132225
6,data\calibration\lfw\lfw\Dyana_Calub\Dyana_Calub_0001.jpg,data\calibration\lfw\lfw\Ronald_Post\Ronald_Post_0001.jpg,0,0.05335392
6,data\calibration\lfw\lfw\Earl_Counter\Earl_Counter_0001.jpg,data\calibration\lfw\lfw\Joe_Friedberg\Joe_Friedberg_0001.jpg,0,-0.09555125
6,data\calibration\lfw\lfw\Edward_Albee\Edward_Albee_0001.jpg,data\calibration\lfw\lfw\Nicola_Bono\Nicola_Bono_0001.jpg,0,0.05808057
6,data\calibration\lfw\lfw\Edward_Belvin\Edward_Belvin_0001.jpg,data\calibration\lfw\lfw\Jacqueline_Gold\Jacqueline_Gold_0001.jpg,0,0.03248585
6,data\calibration\lfw\lfw\Edward_James_Olmos\Edward_James_Olmos_0002.jpg,data\calibration\lfw\lfw\Mariano_Zabaleta\Mariano_Zabaleta_0001.jpg,0,-0.03543826
6,data\calibration\lfw\lfw\Elin_Nordegren\Elin_Nordegren_0001.jpg,data\calibration\lfw\lfw\George_Brumley_III\George_Brumley_III_0001.jpg,0,-0.02260851
6,data\calibration\lfw\lfw\Elin_Nordegren\Elin_Nordegren_0001.jpg,data\calibration\lfw\lfw\Samantha_Daniels\Samantha_Daniels_0001.jpg,0,-0.08290404
6,data\calibration\lfw\lfw\Elin_Nordegren\Elin_Nordegren_0002.jpg,data\calibration\lfw\lfw\Leszek_Miller\Leszek_Miller_0003.jpg,0,0.07400589
6,data\calibration\lfw\lfw\Elisabeth_Welch\Elisabeth_Welch_0001.jpg,data\calibration\lfw\lfw\Piers_Sellers\Piers_Sellers_0001.jpg,0,-0.14053389
6,data\calibration\lfw\lfw\Elizabeth_Taylor\Elizabeth_Taylor_0001.jpg,data\calibration\lfw\lfw\Olympia_Dukakis\Olympia_Dukakis_0001.jpg,0,0.08436527
6,data\calibration\lfw\lfw\Ellen_DeGeneres\Ellen_DeGeneres_0002.jpg,data\calibration\lfw\lfw\Lorraine_Fenton\Lorraine_Fenton_0001.jpg,0,0.13385801
6,data\calibration\lfw\lfw\Elva_Hsiao\Elva_Hsiao_0001.jpg,data\calibration\lfw\lfw\Samantha_Daniels\Samantha_Daniels_0001.jpg,0,-0.00982177
6,data\calibration\lfw\lfw\Emma_Watson\Emma_Watson_0002.jpg,data\calibration\lfw\lfw\Henry_Hyde\Henry_Hyde_0001.jpg,0,0.01421811
6,data\calibration\lfw\lfw\Emyr_Jones_Parry\Emyr_Jones_Parry_0001.jpg,data\calibration\lfw\lfw\Sally_Clark\Sally_Clark_0001.jpg,0,0.04447288
6,data\calibration\lfw\lfw\Eric_Ryan_Donnelly\Eric_Ryan_Donnelly_0001.jpg,data\calibration\lfw\lfw\Iain_Duncan_Smith\Iain_Duncan_Smith_0001.jpg,0,-0.06152549
6,data\calibration\lfw\lfw\Ernesto_Zedillo\Ernesto_Zedillo_0001.jpg,data\calibration\lfw\lfw\Lenny_Kravitz\Lenny_Kravitz_0001.jpg,0,-0.02619600
6,data\calibration\lfw\lfw\Ernesto_Zedillo\Ernesto_Zedillo_0001.jpg,data\calibration\lfw\lfw\Megan_Mullally\Megan_Mullally_0002.jpg,0,-0.07037232
6,data\calibration\lfw\lfw\Erwin_Mapasseng\Erwin_Mapasseng_0001.jpg,data\calibration\lfw\lfw\Hilary_Duff\Hilary_Duff_0003.jpg,0,-0.00150861
6,data\calibration\lfw\lfw\Evelyn_Lauder\Evelyn_Lauder_0001.jpg,data\calibration\lfw\lfw\Nathan_Powell\Nathan_Powell_0001.jpg,0,-0.01303712
6,data\calibration\lfw\lfw\Fernando_Hierro\Fernando_Hierro_0001.jpg,data\calibration\lfw\lfw\Prince_Charles\Prince_Charles_0002.jpg,0,0.05754677
6,data\calibration\lfw\lfw\Flavia_Delaroli\Flavia_Delaroli_0002.jpg,data\calibration\lfw\lfw\John_Warner\John_Warner_0004.jpg,0,0.06617495
6,data\calibration\lfw\lfw\Flavia_Delaroli\Flavia_Delaroli_0002.jpg,data\calibration\lfw\lfw\Vanessa_Laine\Vanessa_Laine_0001.jpg,0,0.03027206
6,data\calibration\lfw\lfw\Fran_Drescher\Fran_Drescher_0001.jpg,data\calibration\lfw\lfw\Warren_Truss\Warren_Truss_0001.jpg,0,0.02111992
6,data\calibration\lfw\lfw\Fran_Drescher\Fran_Drescher_0002.jpg,data\calibration\lfw\lfw\Jay_Leno\Jay_Leno_0003.jpg,0,0.05077828
6,data\calibration\lfw\lfw\Frank_Murkowski\Frank_Murkowski_0001.jpg,data\calibration\lfw\lfw\James_Brosnahan\James_Brosnahan_0001.jpg,0,0.01736848
6,data\calibration\lfw\lfw\Frank_Stallone\Frank_Stallone_0001.jpg,data\calibration\lfw\lfw\Tommy_Lewis\Tommy_Lewis_0001.jpg,0,0.08914635
6,data\calibration\lfw\lfw\Frank_Stallone\Frank_Stallone_0002.jpg,data\calibration\lfw\lfw\Toni_Braxton\Toni_Braxton_0002.jpg,0,0.04709168
6,data\calibration\lfw\lfw\Gary_Coleman\Gary_Coleman_0001.jpg,data\calibration\lfw\lfw\Koichi_Tanaka\Koichi_Tanaka_0001.jpg,0,-0.05302361
6,data\calibration\lfw\lfw\Gary_Coleman\Gary_Coleman_0001.jpg,data\calibration\lfw\lfw\Uri_Lopolianski\Uri_Lopolianski_0001.jpg,0,0.03363520
6,data\calibration\lfw\lfw\Gary_Sayler\Gary_Sayler_0001.jpg,data\calibration\lfw\lfw\Ralph_Sampson\Ralph_Sampson_0001.jpg,0,-0.01141499
6,data\calibration\lfw\lfw\George_Brumley_III\George_Brumley_III_0001.jpg,data\calibration\lfw\lfw\Will_Ferrell\Will_Ferrell_0001.jpg,0,0.00974316
6,data\calibration\lfw\lfw\George_Lopez\George_Lopez_0005.jpg,data\calibration\lfw\lfw\Iain_Duncan_Smith\Iain_Duncan_Smith_0001.jpg,0,0.04111995
6,data\calibration\lfw\lfw\Georgina_Bardach\Georgina_Bardach_0001.jpg,data\calibration\lfw\lfw\Henry_Hilow\Henry_Hilow_0001.jpg,0,0.00365974
6,data\calibration\lfw\lfw\Gilberto_Rodriguez_Orejuela\Gilberto_Rodriguez_Orejuela_0003.jpg,data\calibration\lfw\lfw\Lennox_Lewis\Lennox_Lewis_0001.jpg,0,-0.12280858
6,data\calibration\lfw\lfw\Gilberto_Rodriguez_Orejuela\Gilberto_Rodriguez_Orejuela_0003.jpg,data\calibration\lfw\lfw\Nancy_Demme\Nancy_Demme_0001.jpg,0,0.05956851
6,data\calibration\lfw\lfw\Gordon_Lightfoot\Gordon_Lightfoot_0001.jpg,data\calibration\lfw\lfw\Lima_Azimi\Lima_Azimi_0001.jpg,0,-0.10319825
6,data\calibration\lfw\lfw\Gordon_Lightfoot\Gordon_Lightfoot_0001.jpg,data\calibration\lfw\lfw\Robert_Nardelli\Robert_Nardelli_0001.jpg,0,0.01316071
6,data\calibration\lfw\lfw\Gracia_Burnham\Gracia_Burnham_0001.jpg,data\calibration\lfw\lfw\Jim_Calhoun\Jim_Calhoun_0001.jpg,0,-0.06754018
6,data\calibration\lfw\lfw\Gregorio_Rosal\Gregorio_Rosal_0001.jpg,data\calibration\lfw\lfw\Richard_Greenberg\Richard_Greenberg_0001.jpg,0,0.03530219
6,data\calibration\lfw\lfw\Guenter_Verheugen\Guenter_Verheugen_0001.jpg,data\calibration\lfw\lfw\Kaspar_Villiger\Kaspar_Villiger_0001.jpg,0,0.01273267
6,data\calibration\lfw\lfw\Guillermo_Canas\Guillermo_Canas_0001.jpg,data\calibration\lfw\lfw\Tim_Duncan\Tim_Duncan_0002.jpg,0,-0.01965962
6,data\calibration\lfw\lfw\Guillermo_Canas\Guillermo_Canas_0002.jpg,data\calibration\lfw\lfw\Michalis_Chrisohoides\Michalis_Chrisohoides_0001.jpg,0,-0.03928984
6,data\calibration\lfw\lfw\Hal_McCoy\Hal_McCoy_0001.jpg,data\calibration\lfw\lfw\Rudolph_Holton\Rudolph_Holton_0001.jpg,0,0.04506226
6,data\calibration\lfw\lfw\Hank_Aaron\Hank_Aaron_0001.jpg,data\calibration\lfw\lfw\Steve_Valentine\Steve_Valentine_0001.jpg,0,0.01642082
6,data\calibration\lfw\lfw\Hans_Eichel\Hans_Eichel_0001.jpg,data\calibration\lfw\lfw\Jimmy_Iovine\Jimmy_Iovine_0001.jpg,0,-0.07106415
6,data\calibration\lfw\lfw\Hashan_Tillakaratne\Hashan_Tillakaratne_0001.jpg,data\calibration\lfw\lfw\John_Warner\John_Warner_0003.jpg,0,-0.00729212
6,data\calibration\lfw\lfw\Heath_Ledger\Heath_Ledger_0002.jpg,data\calibration\lfw\lfw\Melissa_Stark\Melissa_Stark_0001.jpg,0,0.04983100
6,data\calibration\lfw\lfw\Henry_Hilow\Henry_Hilow_0001.jpg,data\calibration\lfw\lfw\Monica_Gabrielle\Monica_Gabrielle_0001.jpg,0,-0.04892451
6,data\calibration\lfw\lfw\Herta_Daeubler-Gmelin\Herta_Daeubler-Gmelin_0002.jpg,data\calibration\lfw\lfw\Koichi_Tanaka\Koichi_Tanaka_0001.jpg,0,0.03200746
6,data\calibration\lfw\lfw\Hilary_Duff\Hilary_Duff_0001.jpg,data\calibration\lfw\lfw\Luther_Htu\Luther_Htu_0001.jpg,0,-0.00841887
6,data\calibration\lfw\lfw\Hun_Sen\Hun_Sen_0002.jpg,data\calibration\lfw\lfw\John_Rigas\John_Rigas_0002.jpg,0,-0.03944727
6,data\calibration\lfw\lfw\Idi_Amin\Idi_Amin_0001.jpg,data\calibration\lfw\lfw\Stephen_Silas\Stephen_Silas_0001.jpg,0,-0.05148680
6,data\calibration\lfw\lfw\Isabel_Orellana\Isabel_Orellana_0001.jpg,data\calibration\lfw\lfw\Spike_Helmick\Spike_Helmick_0001.jpg,0,-0.00049400
6,data\calibration\lfw\lfw\Ismael_Miranda\Ismael_Miranda_0001.jpg,data\calibration\lfw\lfw\Janela_Jara\Janela_Jara_0001.jpg,0,0.04879208
6,data\calibration\lfw\lfw\Ismael_Miranda\Ismael_Miranda_0001.jpg,data\calibration\lfw\lfw\Peter_Greenspun\Peter_Greenspun_0001.jpg,0,-0.06084308
6,data\calibration\lfw\lfw\Ismail_Khan\Ismail_Khan_0001.jpg,data\calibration\lfw\lfw\Malcolm_Jamal_Warner\Malcolm_Jamal_Warner_0001.jpg,0,0.02128566
6,data\calibration\lfw\lfw\JK_Rowling\JK_Rowling_0005.jpg,data\calibration\lfw\lfw\Sasha_Alexander\Sasha_Alexander_0001.jpg,0,0.08310404
6,data\calibration\lfw\lfw\Jackie_Chan\Jackie_Chan_0003.jpg,data\calibration\lfw\lfw\Jennifer_Gratz\Jennifer_Gratz_0001.jpg,0,-0.05794463
6,data\calibration\lfw\lfw\Jacqueline_Edwards\Jacqueline_Edwards_0001.jpg,data\calibration\lfw\lfw\Meg_Wakeman\Meg_Wakeman_0001.jpg,0,0.02889704
6,data\calibration\lfw\lfw\Jacqueline_Edwards\Jacqueline_Edwards_0001.jpg,data\calibration\lfw\lfw\Noor_Mohammed\Noor_Mohammed_0001.jpg,0,0.09221336
6,data\calibration\lfw\lfw\James_Baker\James_Baker_0001.jpg,data\calibration\lfw\lfw\Mike_Tice\Mike_Tice_0001.jpg,0,-0.05925441
6,data\calibration\lfw\lfw\James_Harris\James_Harris_0001.jpg,data\calibration\lfw\lfw\Keith_Bogans\Keith_Bogans_0002.jpg,0,0.01192416
6,data\calibration\lfw\lfw\James_Layug\James_Layug_0001.jpg,data\calibration\lfw\lfw\Ralph_Sampson\Ralph_Sampson_0001.jpg,0,-0.02210564
6,data\calibration\lfw\lfw\Jane_Clayson\Jane_Clayson_0001.jpg,data\calibration\lfw\lfw\Rene_Antonio_Leon_Rodriguez\Rene_Antonio_Leon_Rodriguez_0001.jpg,0,-0.00218011
6,data\calibration\lfw\lfw\Jane_Kaczmarek\Jane_Kaczmarek_0002.jpg,data\calibration\lfw\lfw\Morris_Watts\Morris_Watts_0001.jpg,0,-0.00354720
6,data\calibration\lfw\lfw\Jane_Russell\Jane_Russell_0001.jpg,data\calibration\lfw\lfw\Martin_ONeill\Martin_ONeill_0001.jpg,0,-0.07916673
6,data\calibration\lfw\lfw\Janela_Jara\Janela_Jara_0001.jpg,data\calibration\lfw\lfw\Kirsten_Clark\Kirsten_Clark_0001.jpg,0,0.05062339
6,data\calibration\lfw\lfw\Janela_Jara\Janela_Jara_0001.jpg,data\calibration\lfw\lfw\Pa_Kou_Hang\Pa_Kou_Hang_0001.jpg,0,0.24342029
6,data\calibration\lfw\lfw\Janela_Jara\Janela_Jara_0001.jpg,data\calibration\lfw\lfw\Ricky_Cottrill\Ricky_Cottrill_0001.jpg,0,0.02618333
6,data\calibration\lfw\lfw\Janet_Napolitano\Janet_Napolitano_0002.jpg,data\calibration\lfw\lfw\Laurie_Laychak\Laurie_Laychak_0001.jpg,0,-0.04098104
6,data\calibration\lfw\lfw\Javier_Camara\Javier_Camara_0001.jpg,data\calibration\lfw\lfw\Nate_Blackwell\Nate_Blackwell_0001.jpg,0,-0.01101351
6,data\calibration\lfw\lfw\Jeane_Kirkpatrick\Jeane_Kirkpatrick_0001.jpg,data\calibration\lfw\lfw\Jeff_Van_Gundy\Jeff_Van_Gundy_0003.jpg,0,-0.01709128
6,data\calibration\lfw\lfw\Jeane_Kirkpatrick\Jeane_Kirkpatrick_0001.jpg,data\calibration\lfw\lfw\Richard_Greenberg\Richard_Greenberg_0001.jpg,0,0.01060314
6,data\calibration\lfw\lfw\Jeff_Van_Gundy\Jeff_Van_Gundy_0001.jpg,data\calibration\lfw\lfw\Richard_Naughton\Richard_Naughton_0001.jpg,0,0.02767903
6,data\calibration\lfw\lfw\Jeffrey_Katzenberg\Jeffrey_Katzenberg_0001.jpg,data\calibration\lfw\lfw\Susan_Whelan\Susan_Whelan_0001.jpg,0,-0.04041614
6,data\calibration\lfw\lfw\Jennette_Bradley\Jennette_Bradley_0001.jpg,data\calibration\lfw\lfw\Tammy_Helm\Tammy_Helm_0001.jpg,0,-0.07098616
6,data\calibration\lfw\lfw\Jim_Furyk\Jim_Furyk_0006.jpg,data\calibration\lfw\lfw\Linn_Thornton\Linn_Thornton_0001.jpg,0,-0.00028681
6,data\calibration\lfw\lfw\John_Eastman\John_Eastman_0001.jpg,data\calibration\lfw\lfw\Ricky_Ponting\Ricky_Ponting_0001.jpg,0,-0.05696062
6,data\calibration\lfw\lfw\John_F_Kennedy_Jr\John_F_Kennedy_Jr_0002.jpg,data\calibration\lfw\lfw\Nathan_Powell\Nathan_Powell_0001.jpg,0,-0.03366430
6,data\calibration\lfw\lfw\John_Garamendi\John_Garamendi_0001.jpg,data\calibration\lfw\lfw\Petro_Symonenko\Petro_Symonenko_0002.jpg,0,0.01497243
6,data\calibration\lfw\lfw\John_Madden\John_Madden_0001.jpg,data\calibration\lfw\lfw\Sara_Silverman\Sara_Silverman_0001.jpg,0,0.02673313
6,data\calibration\lfw\lfw\Jose_Luis_Rodriguez_Zapatero\Jose_Luis_Rodriguez_Zapatero_0001.jpg,data\calibration\lfw\lfw\Rene_Antonio_Leon_Rodriguez\Rene_Antonio_Leon_Rodriguez_0001.jpg,0,-0.02335605
6,data\calibration\lfw\lfw\Jose_Luis_Rodriguez_Zapatero\Jose_Luis_Rodriguez_Zapatero_0001.jpg,data\calibration\lfw\lfw\Steve_Lenard\Steve_Lenard_0001.jpg,0,-0.00107921
6,data\calibration\lfw\lfw\Jose_Santos\Jose_Santos_0001.jpg,data\calibration\lfw\lfw\Michael_Boyce\Michael_Boyce_0001.jpg,0,-0.05941572
6,data\calibration\lfw\lfw\Joseph_Kabila\Joseph_Kabila_0001.jpg,data\calibration\lfw\lfw\Rose_Linkins\Rose_Linkins_0001.jpg,0,0.02914844
6,data\calibration\lfw\lfw\Juan_Francisco_Palencia\Juan_Francisco_Palencia_0001.jpg,data\calibration\lfw\lfw\Kristanna_Loken\Kristanna_Loken_0002.jpg,0,-0.00828132
6,data\calibration\lfw\lfw\Juan_Francisco_Palencia\Juan_Francisco_Palencia_0001.jpg,data\calibration\lfw\lfw\Warren_Truss\Warren_Truss_0001.jpg,0,0.00557177
6,data\calibration\lfw\lfw\Juan_Roman_Riquelme\Juan_Roman_Riquelme_0001.jpg,data\calibration\lfw\lfw\Ralph_Sampson\Ralph_Sampson_0001.jpg,0,0.01298102
6,data\calibration\lfw\lfw\Julia_Tymoshenko\Julia_Tymoshenko_0002.jpg,data\calibration\lfw\lfw\Luis_Sanchez\Luis_Sanchez_0001.jpg,0,0.06140184
6,data\calibration\lfw\lfw\Karin_Pilsaeter\Karin_Pilsaeter_0001.jpg,data\calibration\lfw\lfw\Mike_Flanagan\Mike_Flanagan_0001.jpg,0,-0.03967811
6,data\calibration\lfw\lfw\Karin_Pilsaeter\Karin_Pilsaeter_0001.jpg,data\calibration\lfw\lfw\Petria_Thomas\Petria_Thomas_0003.jpg,0,-0.00197634
6,data\calibration\lfw\lfw\Keith_Bogans\Keith_Bogans_0002.jpg,data\calibration\lfw\lfw\Martin_ONeill\Martin_ONeill_0001.jpg,0,-0.10514992
6,data\calibration\lfw\lfw\Kelly_Leigh\Kelly_Leigh_0001.jpg,data\calibration\lfw\lfw\Spike_Helmick\Spike_Helmick_0001.jpg,0,-0.00699961
6,data\calibration\lfw\lfw\Ken_Macha\Ken_Macha_0003.jpg,data\calibration\lfw\lfw\Tommy_Lewis\Tommy_Lewis_0001.jpg,0,-0.01743464
6,data\calibration\lfw\lfw\Kenneth_Carlsen\Kenneth_Carlsen_0001.jpg,data\calibration\lfw\lfw\Robin_Cook\Robin_Cook_0001.jpg,0,-0.06421290
6,data\calibration\lfw\lfw\Kevin_Borseth\Kevin_Borseth_0001.jpg,data\calibration\lfw\lfw\Michael_Caine\Michael_Caine_0004.jpg,0,-0.03879922
6,data\calibration\lfw\lfw\Koichi_Tanaka\Koichi_Tanaka_0001.jpg,data\calibration\lfw\lfw\Ricardo_Lopez_Murphy\Ricardo_Lopez_Murphy_0001.jpg,0,0.01732877
6,data\calibration\lfw\lfw\Kristin_Scott\Kristin_Scott_0001.jpg,data\calibration\lfw\lfw\Max_Mayfield\Max_Mayfield_0002.jpg,0,0.10054266
6,data\calibration\lfw\lfw\Laura_Flessel\Laura_Flessel_0001.jpg,data\calibration\lfw\lfw\Owen_Nolan\Owen_Nolan_0001.jpg,0,0.01022207
6,data\calibration\lfw\lfw\Lauren_Killian\Lauren_Killian_0002.jpg,data\calibration\lfw\lfw\Tommy_Lewis\Tommy_Lewis_0001.jpg,0,-0.07831540
6,data\calibration\lfw\lfw\Laurie_Laychak\Laurie_Laychak_0001.jpg,data\calibration\lfw\lfw\Pa_Kou_Hang\Pa_Kou_Hang_0001.jpg,0,-0.05923714
6,data\calibration\lfw\lfw\Lawrence_Di_Rita\Lawrence_Di_Rita_0001.jpg,data\calibration\lfw\lfw\Mekhi_Phifer\Mekhi_Phifer_0001.jpg,0,-0.10427201
6,data\calibration\lfw\lfw\Lennox_Lewis\Lennox_Lewis_0003.jpg,data\calibration\lfw\lfw\Monte_Kiffin\Monte_Kiffin_0001.jpg,0,0.08741173
6,data\calibration\lfw\lfw\Leon_Lai\Leon_Lai_0001.jpg,data\calibration\lfw\lfw\Monica_Lewinsky\Monica_Lewinsky_0001.jpg,0,-0.02653044
6,data\calibration\lfw\lfw\Leon_Lai\Leon_Lai_0001.jpg,data\calibration\lfw\lfw\Sun_Myung_Moon\Sun_Myung_Moon_0001.jpg,0,0.08198635
6,data\calibration\lfw\lfw\Lily_Tomlin\Lily_Tomlin_0001.jpg,data\calibration\lfw\lfw\Marcos_Daniel_Jimenez\Marcos_Daniel_Jimenez_0001.jpg,0,-0.03322621
6,data\calibration\lfw\lfw\Lily_Tomlin\Lily_Tomlin_0002.jpg,data\calibration\lfw\lfw\Sim_Yong\Sim_Yong_0001.jpg,0,0.03643747
6,data\calibration\lfw\lfw\Linn_Thornton\Linn_Thornton_0001.jpg,data\calibration\lfw\lfw\Sherri_Coale\Sherri_Coale_0001.jpg,0,-0.00504152
6,data\calibration\lfw\lfw\Linn_Thornton\Linn_Thornton_0001.jpg,data\calibration\lfw\lfw\Tom_Cruise\Tom_Cruise_0002.jpg,0,-0.02275508
6,data\calibration\lfw\lfw\Lloyd_Mudiwa\Lloyd_Mudiwa_0001.jpg,data\calibration\lfw\lfw\Sebastien_Grosjean\Sebastien_Grosjean_0001.jpg,0,0.01282219
6,data\calibration\lfw\lfw\Lois_Smart\Lois_Smart_0001.jpg,data\calibration\lfw\lfw\Tavis_Smiley\Tavis_Smiley_0001.jpg,0,0.03713017
6,data\calibration\lfw\lfw\Luis_Sanchez\Luis_Sanchez_0001.jpg,data\calibration\lfw\lfw\Petro_Symonenko\Petro_Symonenko_0001.jpg,0,0.09585131
6,data\calibration\lfw\lfw\Luo_Linquan\Luo_Linquan_0001.jpg,data\calibration\lfw\lfw\Martin_ONeill\Martin_ONeill_0001.jpg,0,0.03365183
6,data\calibration\lfw\lfw\Luther_Htu\Luther_Htu_0001.jpg,data\calibration\lfw\lfw\Steve_Karsay\Steve_Karsay_0001.jpg,0,-0.03755705
6,data\calibration\lfw\lfw\Lynn_Abraham\Lynn_Abraham_0001.jpg,data\calibration\lfw\lfw\Michael_Keaton\Michael_Keaton_0002.jpg,0,0.00149320
6,data\calibration\lfw\lfw\Lynn_Abraham\Lynn_Abraham_0002.jpg,data\calibration\lfw\lfw\Mariano_Zabaleta\Mariano_Zabaleta_0001.jpg,0,0.03468581
6,data\calibration\lfw\lfw\Mark_Richt\Mark_Richt_0003.jpg,data\calibration\lfw\lfw\Wilton_Gregory\Wilton_Gregory_0001.jpg,0,0.01341963
